Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,crossover,8,1997,,2001,"43,271 SAR",37000,7.82,2WD,STANDARD,Makkah,11,3,Gray,individual,1
Toyoda,sedan,4,2008,"69,926 SAR",2012,"42,700 SAR",50033,11.75,2WD,standard,Dammam,4,-2,White Color,individual,0
Honta,sedan,4,1996,"45,947 SAR",2001,"28,975 SAR",47368,19.36,2WD,standard,Riyadh,3,2,Red,individual,1
JournalMotors,sedan,6,2002,"72,441 SAR",2006,"42,633 SAR",54604,10240.0mpl,2WD,standard,Riyadh,2,-5,Black,company,1
Honta,sedan,4,2001,,2007,"25,048 SAR",259478,26080.0mpl,2WD,STANDARD,Makkah,5,-2,Black,company,0
Nesshan,suv,8,1999,,2003,"38,642 SAR",156047,7.69,2WD,STANDARD,Dhahran,11,-5,Gray,company,1
Fourd,crossover,8,2009,,2014,"46,615 SAR",123650,5.71,2WD,STANDARD,Makkah,4,2,Silver,individual,1
Mercetes,crossover,4,2003,,2005,"55,203 SAR",67212,9.11,2WD,STANDARD,Madinah,6,1,White,company,1
JournalMotors,suv,4,1997,"137,787 SAR",1998,"99,482 SAR",43173,6.74,2WD,premium,Dammam,1,3,Black,company,0
Toyoda,crossover,8,1995,,1998,"55,831 SAR",26288,8.71,4WD,standard,Madinah,5,2,Blue,individual,1
Fourd,suv,4,2005,,2007,"83,968 SAR",21017,5.23,2WD,STANDARD,Dhahran,3,3,White,individual,1
BeEmW,crossover,4,2003,"88,668 SAR",2008,"39,421 SAR",89534,7330.0mpl,2WD,STANDARD,Riyadh,5,2,White,individual,0
Toyoda,sedan,4,2001,,2009,"21,001 SAR",148537,11320.0mpl,2WD,standard,Jeddah,2,-5,White Color,individual,0
JournalMotors,suv,8,2001,"127,838 SAR",2009,"36,433 SAR",151463,3.62,4WD,standard,Dhahran,1,2,Gray,individual,0
Nesshan,suv,6,1999,"73,139 SAR",2002,"45,616 SAR",54904,9.18,2WD,standard,Makkah,9,-5,Red,individual,0
JournalMotors,suv,4,2003,,2004,"88,447 SAR",22837,5.1,2WD,standard,Dhahran,2,2,Black,individual,1
Shevy,suv,4,2005,"115,313 SAR",2006,"82,817 SAR",10616,6.6,2WD,standard,Riyadh,5,1,Silver,individual,1
Shevy,sedan,4,2000,"69,628 SAR",2001,"47,625 SAR",21553,7.36,2WD,STANDARD,Makkah,4,3,Red Color,individual,0
Fourd,suv,4,2003,"110,836 SAR",2008,"54,616 SAR",234941,4120.0mpl,2WD,standard,Riyadh,2,3,Black,individual,1
Honta,suv,8,2004,"96,902 SAR",2008,"54,027 SAR",93021,8.59,4WD,standard,Madinah,4,1,Red Color,individual,0
Shevy,suv,4,1996,"115,787 SAR",2002,"52,248 SAR",64799,2670.0mpl,4WD,standard,Dhahran,2,-3,Gray Color,company,0
Shevy,suv,4,2001,"106,532 SAR",2005,"56,427 SAR",23649,5.62,2WD,standard,Dammam,9,1,Color Blue,individual,1
Toyoda,suv,4,2003,"159,604 SAR",2010,"82,595 SAR",117940,9.51,4WD,premium,Dammam,5,2,White Color,individual,0
Toyoda,crossover,4,1998,"68,837 SAR",2001,"44,671 SAR",120581,11.7,2WD,standard,Madinah,10,2,White Color,company,0
Shevy,crossover,4,2005,,2010,"76,561 SAR",106552,8.94,4WD,premium,Makkah,3,2,Gray,individual,0
Wolksvagon,crossover,4,2003,,2010,"39,330 SAR",65113,9.9,2WD,standard,Riyadh,8,1,White,company,0
JournalMotors,crossover,4,2001,,2004,"53,436 SAR",58614,5.23,2WD,standard,Makkah,2,2,Color Blue,individual,0
Huendae,suv,6,2000,"104,443 SAR",2007,"51,816 SAR",142150,7.8,2WD,premium,Dammam,7,3,White Color,individual,1
JournalMotors,suv,4,2002,,2010,"26,478 SAR",384432,7.51,2WD,standard,Riyadh,12,-3,White,individual,0
Wolksvagon,sedan,4,1998,"68,837 SAR",2004,"39,185 SAR",32727,15.07,4WD,STANDARD,Dammam,8,-5,White,individual,0
Nesshan,suv,6,1993,"109,109 SAR",1999,"51,554 SAR",108246,14.22,4WD,PREMIUM,Riyadh,4,-5,Silver,individual,0
JournalMotors,crossover,4,1997,"110,229 SAR",1999,"76,252 SAR",67872,7.48,2WD,premium,Madinah,3,-5,Black,individual,1
Huendae,sedan,8,2002,,2004,"37,301 SAR",83429,16640.0mpl,2WD,standard,Dhahran,11,3,Gray,individual,0
Fourd,crossover,8,1997,"110,229 SAR",2002,"49,007 SAR",100300,2480.0mpl,2WD,premium,Makkah,8,2,Silver Color,individual,0
Nesshan,suv,4,1998,"71,705 SAR",2006,"23,716 SAR",99582,12580.0mpl,2WD,standard,Riyadh,2,-3,Color Black,individual,1
JournalMotors,suv,4,1998,"100,387 SAR",2003,"44,632 SAR",118812,7.79,2WD,standard,Madinah,4,-5,White Color,individual,0
Wolksvagon,sedan,4,2005,"65,893 SAR",2011,"34,099 SAR",117331,10260.0mpl,2WD,standard,Riyadh,7,1,Black,company,0
Wolksvagon,suv,4,2008,"146,846 SAR",2010,"123,277 SAR",44470,12.2,2WD,premium,Dammam,0,1,White Color,individual,0
Honta,crossover,4,2002,"74,511 SAR",2006,"45,583 SAR",168734,16.43,4WD,standard,Makkah,5,3,Color Blue,individual,1
Nesshan,suv,8,2007,"85,694 SAR",2007,"68,023 SAR",1193,5.76,2WD,standard,Dammam,1,2,Gray Color,company,1
Fourd,suv,6,2000,"104,443 SAR",2007,"44,649 SAR",162395,4290.0mpl,2WD,STANDARD,Makkah,8,-2,Red Color,individual,0
Huendae,sedan,4,2004,"53,834 SAR",2007,"38,780 SAR",17205,24.56,2WD,standard,Jeddah,12,-3,Black,company,1
Toyoda,suv,4,1999,"122,874 SAR",2005,"70,652 SAR",130331,10.89,2WD,premium,Jeddah,1,2,Black,individual,0
Toyoda,suv,4,2001,,2005,"63,232 SAR",200302,14.29,4WD,standard,Dhahran,5,-2,White Color,individual,1
JournalMotors,crossover,6,1997,"78,735 SAR",1999,"51,599 SAR",34367,4.99,2WD,STANDARD,Makkah,7,-2,Red,individual,1
Shevy,sedan,4,2002,"72,441 SAR",2011,"18,581 SAR",191519,7.12,2WD,STANDARD,Jeddah,4,1,Gray,individual,0
Toyoda,sedan,4,1999,,2003,"52,272 SAR",150488,18.74,2WD,premium,Madinah,8,-2,White,individual,0
BeEmW,sedan,6,2005,,2007,"53,312 SAR",27109,7.15,2WD,standard,Makkah,3,2,Black,individual,0
Fourd,suv,4,1998,"100,387 SAR",2004,"42,915 SAR",120853,7.04,2WD,standard,Jeddah,7,2,Color Blue,individual,0
Wolksvagon,suv,4,2002,,2003,"107,967 SAR",20156,8.83,2WD,premium,Madinah,13,1,Black,individual,0
JournalMotors,sedan,4,2002,,2008,"37,162 SAR",133588,5.4,4WD,STANDARD,Madinah,8,2,Color Black,individual,0
Fourd,sedan,6,2000,"69,628 SAR",2001,"45,244 SAR",41194,8.88,2WD,standard,Makkah,11,2,White Color,individual,0
Toyoda,crossover,4,2005,"79,072 SAR",2008,"59,266 SAR",36286,18.29,2WD,standard,Dammam,5,4,Silver,individual,1
Toyoda,crossover,4,1995,"64,866 SAR",2000,"38,789 SAR",107797,12.8,2WD,STANDARD,Riyadh,3,2,White Color,individual,0
Huendae,suv,4,2001,"76,094 SAR",2006,"35,522 SAR",184929,13600.0mpl,2WD,STANDARD,Makkah,6,-5,White,individual,0
Wolksvagon,suv,4,1993,"77,935 SAR",1995,"58,883 SAR",12536,8.78,2WD,standard,Riyadh,6,2,Red Color,company,0
Fourd,suv,8,2004,"113,052 SAR",2011,"56,384 SAR",161963,3310.0mpl,2WD,standard,Riyadh,3,2,White,individual,1
Toyoda,sedan,6,1997,"56,239 SAR",1999,"40,366 SAR",87992,13.71,2WD,STANDARD,Dammam,5,2,Gray,individual,0
Toyoda,suv,8,2006,"100,817 SAR",2011,"57,274 SAR",234332,5720.0mpl,2WD,standard,Riyadh,3,1,White,individual,0
JournalMotors,suv,4,2007,,2011,"67,244 SAR",89782,4.71,2WD,standard,Makkah,3,3,Color Black,individual,0
Nesshan,suv,4,1999,"73,139 SAR",2004,"34,143 SAR",57893,12380.0mpl,2WD,STANDARD,Dhahran,4,4,Black,individual,0
Geep,sedan,4,2002,,2009,"32,689 SAR",313246,8150.0mpl,2WD,standard,Riyadh,2,-3,White Color,individual,0
Toyoda,sedan,4,1991,"59,927 SAR",1996,"39,419 SAR",41611,21050.0mpl,4WD,standard,Riyadh,2,3,Blue,individual,0
Shevy,crossover,4,2002,"86,930 SAR",2005,"49,054 SAR",51849,9.05,2WD,standard,Jeddah,12,3,Gray Color,individual,0
Huendae,sedan,4,2001,"50,729 SAR",2007,"22,770 SAR",123835,14600.0mpl,2WD,standard,Dammam,5,4,Silver,individual,0
Masda,suv,4,1997,"98,419 SAR",1998,"74,404 SAR",6551,7180.0mpl,2WD,premium,Dammam,12,-3,Blue,company,0
Honta,sedan,4,2001,"50,729 SAR",2006,"28,792 SAR",55544,19.0,2WD,STANDARD,Makkah,7,2,Black,individual,1
JournalMotors,crossover,4,1999,"81,916 SAR",2003,"48,209 SAR",76475,10.21,2WD,STANDARD,Jeddah,1,1,White,individual,1
Masda,crossover,4,2005,"65,893 SAR",2007,"53,032 SAR",41088,13.13,2WD,STANDARD,Dhahran,2,1,Silver Color,individual,1
Nesshan,suv,4,2006,"141,144 SAR",2012,"70,025 SAR",53753,9900.0mpl,4WD,PREMIUM,Dhahran,6,1,Gray,individual,1
Toyoda,sedan,6,1997,"67,487 SAR",2003,"33,178 SAR",232585,8.62,4WD,STANDARD,Riyadh,5,2,Gray Color,individual,0
Geep,suv,4,2006,,2013,"55,869 SAR",90674,7230.0mpl,2WD,standard,Jeddah,3,1,Gray,individual,0
JournalMotors,crossover,4,2003,"88,668 SAR",2007,"49,574 SAR",177388,4900.0mpl,2WD,standard,Madinah,1,2,Silver,individual,1
Honta,crossover,8,1998,"57,364 SAR",1999,"45,535 SAR",8638,7350.0mpl,2WD,standard,Dhahran,6,2,Blue,individual,1
Geep,suv,4,2006,,2014,"30,169 SAR",73523,4.16,2WD,standard,Riyadh,9,1,Black,individual,0
Nesshan,sedan,6,1999,,2002,"38,135 SAR",110235,16.31,4WD,standard,Dhahran,5,3,Black,individual,0
Toyoda,crossover,6,1997,"94,482 SAR",2002,"53,392 SAR",116757,7.7,2WD,premium,Riyadh,8,-2,Silver,company,1
JournalMotors,crossover,6,2006,"158,081 SAR",2010,"84,174 SAR",192728,5720.0mpl,4WD,premium,Madinah,1,1,White,company,0
Fourd,suv,8,2001,"106,532 SAR",2006,"55,258 SAR",54551,4.83,2WD,STANDARD,Jeddah,0,-5,Blue,individual,1
Geep,sedan,4,1998,"66,925 SAR",2004,"28,538 SAR",120162,5.34,2WD,standard,Dammam,5,4,Black,individual,1
Nesshan,sedan,4,1996,"55,136 SAR",2002,"27,224 SAR",122386,23.92,4WD,standard,Madinah,9,-5,White,individual,0
JournalMotors,suv,8,2005,,2008,"65,071 SAR",53734,2.94,2WD,standard,Jeddah,4,2,White,individual,0
Fourd,suv,8,2005,,2007,"100,761 SAR",42646,3.61,4WD,standard,Makkah,2,1,Gray,individual,1
JournalMotors,suv,4,1998,,2002,"78,773 SAR",80634,7.31,2WD,premium,Dammam,2,-2,Gray,company,0
BeEmW,suv,4,2001,"106,532 SAR",2004,"63,121 SAR",53074,4510.0mpl,2WD,standard,Madinah,7,-5,Color Black,individual,1
Nesshan,crossover,8,1992,"85,575 SAR",2001,"28,303 SAR",72376,10.81,4WD,premium,Jeddah,0,3,White,individual,1
BeEmW,sedan,8,2006,"131,734 SAR",2008,"82,221 SAR",18152,3.79,4WD,premium,Makkah,4,2,Black,company,0
Huendae,suv,4,2006,"84,014 SAR",2008,"57,957 SAR",20810,13920.0mpl,2WD,standard,Riyadh,6,3,Black,individual,0
Toyoda,sedan,4,1995,"54,055 SAR",1999,"40,343 SAR",86617,16.37,2WD,STANDARD,Riyadh,2,-3,Color Black,individual,0
Fourd,sedan,8,2005,"107,626 SAR",2010,"50,243 SAR",54375,5560.0mpl,2WD,premium,Dhahran,4,1,Blue,individual,1
Toyoda,suv,6,1996,,2004,"27,734 SAR",409651,8.05,4WD,standard,Dhahran,4,2,Black,individual,0
Shevy,crossover,4,2005,"110,701 SAR",2009,"53,050 SAR",143355,5910.0mpl,4WD,standard,Jeddah,4,-5,Silver Color,individual,0
Masda,sedan,4,1995,"54,055 SAR",1999,"36,835 SAR",27161,15.65,4WD,standard,Dhahran,2,2,White,individual,0
Toyoda,sedan,4,1995,"54,055 SAR",2003,"19,385 SAR",175574,22.28,2WD,STANDARD,Dhahran,10,2,Black,individual,1
Shevy,suv,8,1997,"118,103 SAR",2004,"47,964 SAR",347017,4.02,4WD,standard,Dammam,10,2,Color Black,individual,0
Nesshan,crossover,6,2006,"94,096 SAR",2012,"44,460 SAR",127894,14730.0mpl,2WD,premium,Madinah,9,3,Black,individual,0
Shevy,suv,4,2003,,2010,"63,018 SAR",96324,6.66,2WD,PREMIUM,Riyadh,4,4,Silver,individual,0
Fourd,sedan,8,1999,"68,263 SAR",2004,"32,035 SAR",164138,3.77,2WD,standard,Jeddah,3,2,Black,individual,0
Honta,suv,8,2000,,2005,"40,732 SAR",106393,5.52,2WD,standard,Jeddah,1,3,Color Blue,company,0
Fourd,sedan,4,2004,"90,442 SAR",2012,"23,198 SAR",67606,8390.0mpl,4WD,standard,Jeddah,7,3,Black,individual,0
Nesshan,suv,4,2004,,2009,"52,776 SAR",210940,13.93,2WD,premium,Madinah,5,-2,White,individual,0
Huendae,sedan,4,2002,,2005,"42,600 SAR",29329,19.3,4WD,standard,Madinah,4,-2,Gray,individual,0
Nesshan,sedan,6,1994,"44,163 SAR",1995,"40,806 SAR",20465,19.53,2WD,standard,Dammam,2,2,Blue,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2011,"50,021 SAR",257486,12.48,2WD,standard,Dhahran,7,-3,Silver,individual,1
Masda,crossover,4,1999,,2004,"44,726 SAR",49989,13940.0mpl,2WD,premium,Riyadh,3,1,Red,individual,0
Fourd,sedan,4,2003,,2009,"42,012 SAR",257025,9.6,4WD,standard,Jeddah,1,3,Silver,individual,1
Masda,crossover,6,1992,"50,937 SAR",1997,"25,030 SAR",54484,9.11,2WD,standard,Makkah,14,2,Black,company,0
JournalMotors,suv,4,2003,"110,836 SAR",2004,"72,021 SAR",45074,4720.0mpl,2WD,STANDARD,Riyadh,4,-2,White Color,company,0
JournalMotors,suv,8,2004,,2008,"68,435 SAR",64532,4.56,4WD,standard,Riyadh,5,-5,Black,individual,0
Toyoda,suv,4,1997,"101,231 SAR",2004,"52,387 SAR",70570,12680.0mpl,4WD,STANDARD,Dammam,12,1,White Color,individual,0
Toyoda,sedan,6,2001,"60,875 SAR",2005,"37,173 SAR",31354,10.97,2WD,standard,Makkah,5,1,Black,individual,0
Masda,sedan,4,1999,"48,759 SAR",2000,"40,547 SAR",6479,20.35,2WD,standard,Dammam,8,-3,Red Color,company,0
Honta,suv,4,1993,"64,945 SAR",2000,"30,609 SAR",307480,12.93,2WD,standard,Madinah,11,1,Color Blue,individual,1
Masda,suv,6,1998,,2003,"42,177 SAR",184357,10.79,4WD,standard,Dammam,5,1,Silver,individual,1
Masda,crossover,8,2005,"65,893 SAR",2011,"28,098 SAR",212571,7.29,2WD,standard,Dammam,7,4,Black,individual,0
Huendae,suv,4,1994,,1999,"38,965 SAR",230253,11.73,4WD,STANDARD,Riyadh,10,-5,Gray Color,company,1
Toyoda,crossover,4,2006,"112,915 SAR",2009,"69,419 SAR",154029,11140.0mpl,2WD,premium,Riyadh,7,1,Blue,individual,0
Toyoda,sedan,4,1992,"50,937 SAR",1998,"28,995 SAR",102664,22740.0mpl,2WD,standard,Dhahran,5,3,Gray,individual,0
Fourd,crossover,4,2001,,2010,"29,074 SAR",353200,9880.0mpl,2WD,premium,Dhahran,7,-5,Color Blue,company,0
Masda,suv,4,2001,,2007,"37,752 SAR",59989,11690.0mpl,2WD,standard,Dammam,6,1,Red,individual,1
Wolksvagon,crossover,8,1997,"80,985 SAR",2000,"55,320 SAR",59593,4.86,4WD,standard,Jeddah,10,-2,Black,individual,0
Fourd,sedan,8,2007,"79,981 SAR",2008,"54,707 SAR",18321,2.6,2WD,standard,Madinah,4,-3,Gray Color,company,0
Huendae,suv,4,2006,,2009,"49,779 SAR",70402,12.1,2WD,standard,Riyadh,11,4,Gray Color,company,0
Toyoda,crossover,6,1994,"76,314 SAR",1996,"64,065 SAR",19965,7.23,4WD,standard,Madinah,3,-3,Silver,individual,0
Honta,suv,6,2005,,2011,"43,242 SAR",105528,10820.0mpl,2WD,STANDARD,Madinah,3,2,Red,individual,0
Fourd,sedan,4,2002,,2008,"32,689 SAR",256386,9260.0mpl,2WD,STANDARD,Makkah,2,-2,Black,company,0
JournalMotors,suv,4,2006,"117,620 SAR",2013,"50,156 SAR",264503,3690.0mpl,2WD,STANDARD,Dhahran,7,2,Red,individual,1
Honta,crossover,4,2002,,2005,"44,730 SAR",54770,18270.0mpl,2WD,standard,Madinah,11,1,White,company,1
JournalMotors,sedan,6,2004,"75,368 SAR",2010,"33,830 SAR",139551,4.26,2WD,standard,Makkah,4,2,Silver Color,individual,1
Nesshan,crossover,6,2002,,2008,"32,598 SAR",37149,11700.0mpl,2WD,STANDARD,Dhahran,3,3,Silver Color,individual,0
Shevy,suv,4,2008,"122,372 SAR",2008,"75,332 SAR",1161,4590.0mpl,2WD,STANDARD,Riyadh,6,2,Silver,individual,0
Fourd,crossover,6,1998,"96,372 SAR",1999,"73,059 SAR",47336,4000.0mpl,4WD,STANDARD,Madinah,3,2,Brown,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2013,"49,564 SAR",159105,9140.0mpl,2WD,standard,Dammam,10,-5,White Color,individual,0
Huendae,suv,4,2005,,2009,"73,293 SAR",151094,12540.0mpl,4WD,premium,Dammam,6,-3,Silver Color,company,0
Toyoda,suv,4,2003,"114,002 SAR",2009,"58,996 SAR",69784,9.89,4WD,standard,Dammam,10,3,White,company,0
Masda,sedan,4,2001,"85,225 SAR",2008,"44,295 SAR",147164,16.62,4WD,premium,Dammam,10,1,Gray Color,individual,0
Huendae,crossover,4,2003,,2007,"45,316 SAR",39786,20.16,2WD,standard,Dammam,2,-5,White,individual,1
Fourd,sedan,4,2003,"73,890 SAR",2008,"31,208 SAR",209121,11.01,2WD,standard,Madinah,8,2,Gray,individual,0
JournalMotors,crossover,4,2006,,2013,"38,214 SAR",348400,6.61,2WD,standard,Dammam,4,1,White Color,individual,0
Toyoda,suv,4,2004,,2008,"74,558 SAR",77912,12470.0mpl,4WD,standard,Jeddah,8,-3,Color Blue,individual,1
Masda,suv,6,2001,"76,094 SAR",2005,"42,320 SAR",141448,10.62,2WD,STANDARD,Dhahran,11,3,White,individual,1
Fourd,sedan,6,2002,"72,441 SAR",2005,"40,878 SAR",63873,7.28,2WD,standard,Madinah,4,-3,Black,individual,0
Honta,suv,4,1998,"71,705 SAR",1998,"53,532 SAR",704,16.12,2WD,STANDARD,Jeddah,12,-3,Brown,individual,1
Geep,sedan,4,1995,"63,065 SAR",1996,"45,532 SAR",40322,9.86,2WD,STANDARD,Riyadh,3,1,Gray Color,individual,0
Toyoda,suv,4,2002,,2007,"52,633 SAR",108050,7890.0mpl,2WD,STANDARD,Madinah,6,-2,White,individual,1
Honta,crossover,4,2001,,2007,"44,295 SAR",118817,16110.0mpl,2WD,premium,Dhahran,13,1,Gray,individual,0
Huendae,sedan,6,2005,,2009,"34,017 SAR",81256,13.75,2WD,standard,Riyadh,1,1,Gray Color,company,0
Toyoda,suv,4,1999,"87,767 SAR",2000,"69,037 SAR",20258,9050.0mpl,2WD,standard,Dammam,9,4,Color Blue,individual,0
Geep,sedan,8,2001,,2005,"37,617 SAR",93610,4.75,2WD,standard,Jeddah,10,2,White Color,individual,1
Mercetes,suv,4,1995,"94,597 SAR",2000,"42,057 SAR",40888,4.72,2WD,standard,Dammam,12,1,Silver Color,company,0
Fourd,suv,4,1992,,1993,"64,021 SAR",10498,8440.0mpl,2WD,standard,Riyadh,4,-5,Gray Color,individual,1
Toyoda,crossover,4,2000,,2004,"49,856 SAR",154320,11530.0mpl,4WD,standard,Dhahran,6,3,Color Black,company,0
Honta,suv,6,1999,"73,139 SAR",2003,"40,778 SAR",71822,8690.0mpl,2WD,standard,Riyadh,4,2,Black,individual,0
Masda,sedan,4,2003,"52,779 SAR",2009,"27,431 SAR",70531,17070.0mpl,2WD,STANDARD,Dammam,7,2,Silver Color,company,0
JournalMotors,suv,4,2003,"110,836 SAR",2005,"76,864 SAR",42907,6.01,2WD,standard,Makkah,3,-5,Black,individual,0
Fourd,suv,4,2005,"138,376 SAR",2006,"89,916 SAR",11563,8.39,4WD,standard,Makkah,4,4,Red,individual,0
Shevy,sedan,4,2005,"107,626 SAR",2007,"78,370 SAR",42296,3.23,2WD,PREMIUM,Madinah,3,-5,Silver,individual,1
Shevy,suv,4,2004,"158,274 SAR",2007,"99,237 SAR",61903,4.78,2WD,premium,Dhahran,3,2,White Color,individual,0
Shevy,crossover,6,2004,"90,442 SAR",2009,"38,199 SAR",184486,8.71,2WD,STANDARD,Dammam,9,1,White,individual,0
Honta,sedan,8,2001,,2005,"31,348 SAR",152316,12940.0mpl,2WD,standard,Riyadh,1,-2,Blue,individual,1
Masda,suv,4,2002,"77,616 SAR",2007,"40,047 SAR",103851,8880.0mpl,2WD,standard,Dhahran,5,2,Gray Color,individual,1
Masda,crossover,4,2002,"62,093 SAR",2003,"46,942 SAR",22773,8.53,2WD,standard,Riyadh,10,-5,Black,individual,0
Nesshan,sedan,8,1994,"74,194 SAR",1997,"43,961 SAR",121896,8.05,4WD,premium,Dammam,8,-3,Gray,individual,0
Fourd,sedan,4,2003,,2007,"41,415 SAR",83998,6.32,2WD,standard,Madinah,3,2,Gray,individual,0
Nesshan,sedan,4,2002,,2008,"39,742 SAR",298301,26.54,2WD,PREMIUM,Dammam,3,2,Gray Color,individual,0
Shevy,sedan,6,2004,"75,368 SAR",2007,"40,403 SAR",111742,6270.0mpl,2WD,STANDARD,Dammam,13,2,Gray Color,individual,0
Fourd,sedan,4,2002,,2011,"24,775 SAR",170519,9610.0mpl,4WD,STANDARD,Makkah,3,-2,Color Blue,individual,0
JournalMotors,crossover,4,1999,"81,916 SAR",2002,"48,536 SAR",34851,6490.0mpl,2WD,standard,Dhahran,8,3,Silver Color,individual,1
JournalMotors,sedan,4,2001,"71,021 SAR",2007,"28,843 SAR",222681,8.52,2WD,STANDARD,Riyadh,4,2,Color Black,individual,0
Honta,suv,4,2004,"80,752 SAR",2012,"22,893 SAR",179037,14620.0mpl,2WD,STANDARD,Jeddah,6,1,Red,individual,0
Huendae,sedan,4,2002,"62,093 SAR",2009,"32,272 SAR",141766,21970.0mpl,4WD,standard,Dammam,10,3,Black,company,0
Fourd,suv,8,2006,"141,144 SAR",2011,"65,890 SAR",33772,2.51,4WD,standard,Jeddah,9,2,Gray,individual,1
Masda,sedan,8,2003,"63,334 SAR",2007,"33,546 SAR",177077,8.08,4WD,standard,Jeddah,7,-3,Silver Color,individual,0
Toyoda,sedan,4,2002,"62,093 SAR",2004,"44,568 SAR",87729,14.8,2WD,standard,Makkah,5,2,Blue,individual,0
Fourd,suv,4,1994,"92,742 SAR",1999,"39,171 SAR",188524,8.89,2WD,standard,Dhahran,11,3,Gray,individual,0
Fourd,suv,6,2003,"110,836 SAR",2005,"72,637 SAR",16856,3390.0mpl,2WD,STANDARD,Dhahran,8,-2,White,company,1
Fourd,sedan,8,1999,"114,682 SAR",2001,"67,999 SAR",35600,6.79,4WD,premium,Makkah,9,4,White Color,individual,0
Huendae,sedan,4,1997,"46,866 SAR",2000,"32,153 SAR",57625,25.04,2WD,standard,Makkah,5,1,Black,company,0
Geep,sedan,8,2005,"76,875 SAR",2009,"43,088 SAR",56446,6.32,2WD,STANDARD,Dhahran,3,1,Gray Color,individual,0
Honta,sedan,4,2005,"54,911 SAR",2009,"39,290 SAR",66517,23.49,2WD,STANDARD,Riyadh,3,-2,Brown,individual,1
Fourd,crossover,4,2005,,2005,"79,505 SAR",837,5990.0mpl,2WD,premium,Madinah,5,-3,Red,individual,0
Wolksvagon,crossover,4,1999,,2002,"80,577 SAR",63180,11.22,4WD,PREMIUM,Dhahran,8,3,Gray Color,individual,0
Shevy,suv,4,2006,"141,144 SAR",2006,"96,542 SAR",1066,9060.0mpl,4WD,standard,Dammam,2,3,Silver Color,company,0
BeEmW,crossover,4,2001,"85,225 SAR",2005,"42,991 SAR",71527,3.96,2WD,standard,Riyadh,5,2,White,company,0
Nesshan,crossover,8,2007,,2010,"53,874 SAR",54937,10.5,4WD,STANDARD,Makkah,6,3,Silver,individual,1
JournalMotors,sedan,4,1991,"81,567 SAR",1999,"22,084 SAR",286841,4.51,2WD,premium,Dammam,1,3,Gray,individual,0
JournalMotors,suv,4,2000,"125,332 SAR",2008,"30,379 SAR",402073,4.7,4WD,standard,Madinah,5,3,Color Blue,individual,1
Fourd,crossover,4,2005,"92,251 SAR",2011,"39,437 SAR",126392,3.45,2WD,STANDARD,Jeddah,4,3,White,individual,0
Nesshan,suv,4,1994,,2003,"40,490 SAR",173396,17.46,4WD,premium,Madinah,3,-3,Red Color,individual,1
Honta,suv,4,2005,"82,367 SAR",2008,"57,080 SAR",31124,14.17,2WD,standard,Dammam,0,1,Color Black,company,0
Fourd,crossover,4,2002,,2008,"33,539 SAR",253251,4.71,2WD,standard,Makkah,8,4,Gray Color,individual,0
Shevy,sedan,6,2004,"126,619 SAR",2010,"51,423 SAR",269425,6.94,4WD,PREMIUM,Madinah,6,1,White,company,0
Toyoda,suv,6,1996,"115,787 SAR",2003,"56,923 SAR",254449,8.97,2WD,premium,Madinah,4,2,White,individual,0
JournalMotors,suv,4,2002,,2008,"68,286 SAR",109419,6.24,2WD,PREMIUM,Dammam,5,-5,Gray,company,1
JournalMotors,suv,4,1999,"102,395 SAR",2004,"43,248 SAR",117673,5010.0mpl,2WD,standard,Dammam,6,4,White,company,0
Fourd,suv,4,2007,"119,972 SAR",2012,"53,206 SAR",215392,2.54,2WD,standard,Dhahran,5,-5,White Color,individual,1
Toyoda,sedan,6,2008,"117,477 SAR",2014,"57,754 SAR",191637,12.39,4WD,premium,Riyadh,9,2,Black,company,0
Honta,suv,6,2002,"93,139 SAR",2006,"54,526 SAR",37465,11.39,4WD,standard,Madinah,11,-3,Silver Color,individual,1
Mercetes,sedan,4,1992,,1993,"36,583 SAR",50936,5.95,2WD,standard,Madinah,8,1,Blue,individual,0
Toyoda,suv,6,2004,"135,663 SAR",2009,"73,013 SAR",49339,7760.0mpl,2WD,premium,Dhahran,4,3,White,company,0
Huendae,crossover,4,2004,"64,601 SAR",2012,"17,355 SAR",377234,14.62,2WD,standard,Dammam,11,4,Black,individual,1
Toyoda,crossover,4,2002,,2002,"69,962 SAR",972,9.29,4WD,STANDARD,Dhahran,7,2,Gray,individual,1
Nesshan,crossover,4,1994,"89,033 SAR",1997,"61,082 SAR",56790,17130.0mpl,4WD,premium,Dhahran,8,-5,Black,individual,0
Wolksvagon,sedan,6,2006,"67,211 SAR",2012,"36,714 SAR",136366,7520.0mpl,2WD,STANDARD,Makkah,1,4,Brown,company,0
Fourd,suv,8,2005,,2010,"53,831 SAR",100707,4760.0mpl,2WD,standard,Madinah,4,2,Black,individual,1
Mercetes,sedan,4,1999,"68,263 SAR",2003,"34,435 SAR",70934,10590.0mpl,2WD,STANDARD,Makkah,8,2,Gray,individual,0
