Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,sedan,4,1998,"57,364 SAR",2004,"32,654 SAR",121582,22.95,2WD,standard,Jeddah,6,1,Gray,individual,0
Nesshan,suv,4,2009,"89,156 SAR",2014,"50,869 SAR",39989,15.44,2WD,standard,Makkah,1,4,Brown,individual,0
Nesshan,sedan,4,2002,"51,744 SAR",2005,"37,275 SAR",70814,29.22,2WD,standard,Riyadh,7,1,Blue,individual,1
Shevy,sedan,8,2001,"71,021 SAR",2008,"28,843 SAR",270068,5.35,2WD,standard,Makkah,7,1,White,individual,0
Fourd,suv,8,2002,"130,395 SAR",2007,"57,973 SAR",54029,4.07,4WD,standard,Jeddah,5,2,White,individual,0
Wolksvagon,suv,4,1993,"93,522 SAR",1994,"81,308 SAR",11598,8.03,4WD,standard,Dammam,5,3,Black,company,1
Toyoda,sedan,8,2004,"64,601 SAR",2008,"41,640 SAR",193005,10.01,2WD,standard,Makkah,0,2,Silver,individual,0
Mercetes,crossover,4,2006,"94,096 SAR",2011,"41,835 SAR",51746,5.71,2WD,standard,Jeddah,7,3,White,company,0
Shevy,sedan,4,2000,"83,554 SAR",2005,"37,148 SAR",74027,5.43,4WD,standard,Makkah,7,2,Black,individual,0
Honta,suv,4,2004,"80,752 SAR",2007,"58,171 SAR",56861,18.24,2WD,standard,Makkah,4,1,Gray,individual,1
Huendae,suv,4,2007,"85,694 SAR",2010,"53,447 SAR",18866,8.57,2WD,standard,Jeddah,6,2,Silver,individual,0
Fourd,sedan,6,2005,"107,626 SAR",2013,"27,606 SAR",155879,6.06,2WD,premium,Madinah,9,2,Black,individual,0
Shevy,crossover,8,2004,"90,442 SAR",2010,"36,730 SAR",257565,2.6,2WD,standard,Makkah,9,2,Silver,individual,0
BeEmW,sedan,4,2004,"75,368 SAR",2011,"32,139 SAR",261586,11.94,2WD,standard,Jeddah,12,3,Gray,individual,1
Shevy,sedan,4,1996,"64,326 SAR",2001,"30,029 SAR",32154,4.94,2WD,standard,Madinah,8,3,Silver,individual,1
Geep,suv,4,2003,"110,836 SAR",2008,"57,490 SAR",102898,4.33,2WD,standard,Dammam,2,2,Black,individual,1
Geep,suv,4,1999,"143,353 SAR",2007,"36,770 SAR",184665,4.5,2WD,premium,Riyadh,7,2,Gray,individual,0
Shevy,suv,4,2004,"113,052 SAR",2008,"57,029 SAR",52871,3.99,2WD,standard,Dammam,6,1,White,individual,0
Toyoda,suv,4,1997,"84,359 SAR",1999,"63,737 SAR",35294,10.71,2WD,standard,Riyadh,5,2,Silver,individual,0
Honta,sedan,8,1997,"46,866 SAR",2002,"24,181 SAR",112575,8.0,2WD,standard,Madinah,4,2,Black,individual,1
Fourd,suv,6,1999,"122,874 SAR",2002,"76,849 SAR",132369,3.0,4WD,standard,Jeddah,2,2,Blue,company,1
JournalMotors,sedan,4,2002,"72,441 SAR",2007,"35,785 SAR",46651,7.31,2WD,standard,Riyadh,1,3,Gray,individual,0
JournalMotors,suv,4,2008,"171,320 SAR",2012,"86,422 SAR",28472,5.73,2WD,premium,Dhahran,12,3,Black,individual,0
Masda,sedan,4,2006,"56,009 SAR",2012,"26,464 SAR",139675,14.42,2WD,standard,Dammam,4,2,Blue,individual,0
JournalMotors,sedan,4,2004,"90,442 SAR",2010,"38,663 SAR",139865,5.95,4WD,standard,Dhahran,9,2,White,individual,0
Wolksvagon,suv,4,2003,"133,003 SAR",2008,"68,003 SAR",208903,14.2,2WD,premium,Riyadh,4,1,White,individual,0
JournalMotors,suv,4,1998,"100,387 SAR",2003,"42,400 SAR",191602,3.62,2WD,standard,Dammam,10,2,Blue,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2004,"67,821 SAR",20128,3.96,2WD,standard,Jeddah,4,2,Red,individual,0
Mercetes,suv,4,2004,"135,663 SAR",2009,"67,017 SAR",121249,3.73,4WD,standard,Dammam,0,2,White,individual,0
Masda,sedan,4,1999,"81,916 SAR",2002,"48,536 SAR",48164,13.5,4WD,premium,Jeddah,4,4,Black,individual,0
JournalMotors,sedan,4,1996,"64,326 SAR",2000,"30,826 SAR",179370,10.04,2WD,standard,Dhahran,10,2,Black,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2007,"45,895 SAR",174925,4.96,2WD,standard,Dammam,5,2,Silver,individual,0
Honta,crossover,4,2004,"108,530 SAR",2010,"62,676 SAR",63621,21.9,4WD,premium,Madinah,2,1,Gray,company,0
Masda,suv,4,1999,"87,767 SAR",2006,"41,469 SAR",139470,10.1,4WD,standard,Makkah,6,1,White,individual,0
Fourd,suv,6,1993,"90,924 SAR",1994,"62,192 SAR",11117,3.64,2WD,standard,Jeddah,6,2,Blue,individual,0
Masda,sedan,6,2005,"65,893 SAR",2011,"34,247 SAR",110263,16.47,4WD,standard,Makkah,8,3,Gray,individual,0
Toyoda,sedan,6,1997,"56,239 SAR",2001,"38,158 SAR",84853,12.81,2WD,standard,Makkah,2,2,Silver,individual,0
Shevy,suv,4,1995,"113,517 SAR",2003,"29,117 SAR",68953,4.8,4WD,standard,Riyadh,4,3,Gray,individual,0
Toyoda,suv,6,2007,"102,833 SAR",2011,"59,655 SAR",82182,8.64,2WD,standard,Madinah,4,4,Silver,individual,0
Shevy,suv,4,1997,"137,787 SAR",2005,"33,575 SAR",291769,3.02,2WD,premium,Dhahran,5,1,Red,individual,0
JournalMotors,suv,8,2004,"113,052 SAR",2004,"69,594 SAR",1039,2.79,2WD,standard,Jeddah,8,1,Red,individual,0
Toyoda,suv,4,1997,"84,359 SAR",2000,"57,625 SAR",32557,12.15,2WD,standard,Dammam,6,1,Silver,individual,0
Nesshan,crossover,4,1996,"92,630 SAR",2001,"47,566 SAR",80003,21.03,4WD,premium,Dhahran,5,4,White,individual,0
JournalMotors,suv,4,1996,"115,787 SAR",2000,"61,329 SAR",90095,3.9,4WD,standard,Madinah,11,2,Red,individual,1
Fourd,sedan,6,2000,"69,628 SAR",2008,"16,966 SAR",383420,6.54,2WD,standard,Jeddah,11,1,Blue,individual,0
Wolksvagon,suv,4,2003,"133,003 SAR",2007,"94,754 SAR",41127,12.23,2WD,premium,Madinah,3,3,Red,individual,1
Masda,crossover,6,2005,"65,893 SAR",2007,"47,981 SAR",66213,11.76,2WD,standard,Jeddah,2,3,White,individual,0
JournalMotors,suv,8,2007,"167,961 SAR",2010,"110,577 SAR",55442,3.88,2WD,premium,Dammam,0,1,Black,individual,1
JournalMotors,crossover,4,1996,"92,630 SAR",1999,"54,884 SAR",59727,5.19,4WD,standard,Madinah,8,2,Gray,individual,1
Masda,sedan,6,1996,"45,947 SAR",2001,"22,578 SAR",107652,11.45,2WD,standard,Dhahran,13,2,White,individual,0
Toyoda,suv,8,1999,"87,767 SAR",2008,"28,614 SAR",203517,5.34,2WD,standard,Dammam,9,1,Black,company,1
Toyoda,suv,6,2006,"100,817 SAR",2011,"54,259 SAR",110673,7.14,2WD,standard,Makkah,12,1,Silver,individual,0
Toyoda,crossover,6,2000,"71,618 SAR",2003,"48,922 SAR",56537,14.99,2WD,standard,Riyadh,9,3,Black,individual,0
Fourd,sedan,6,2001,"71,021 SAR",2004,"42,303 SAR",125402,6.31,2WD,standard,Makkah,1,2,Gray,individual,0
Nesshan,sedan,4,2002,"72,441 SAR",2007,"39,157 SAR",110272,22.31,2WD,premium,Dammam,9,2,Gray,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2005,"42,935 SAR",93953,20.99,2WD,standard,Riyadh,7,3,White,individual,1
Huendae,sedan,8,2004,"53,834 SAR",2009,"27,776 SAR",44842,11.75,2WD,standard,Dhahran,5,2,Black,company,1
Nesshan,sedan,4,2003,"52,779 SAR",2007,"30,751 SAR",153474,20.79,2WD,standard,Makkah,10,2,Silver,individual,0
Huendae,suv,4,2005,"98,840 SAR",2006,"86,305 SAR",15557,17.4,4WD,standard,Riyadh,6,2,Red,company,1
Wolksvagon,suv,8,2000,"89,522 SAR",2006,"48,644 SAR",41955,3.58,2WD,standard,Jeddah,6,1,Black,company,1
Honta,sedan,4,2005,"65,893 SAR",2011,"34,162 SAR",245525,23.41,4WD,standard,Makkah,9,2,White,individual,1
JournalMotors,sedan,8,2002,"101,418 SAR",2006,"48,602 SAR",162708,4.88,2WD,premium,Riyadh,8,1,Gray,company,0
Fourd,sedan,8,1998,"80,310 SAR",2004,"38,147 SAR",51252,2.74,4WD,standard,Dammam,2,2,Silver,individual,0
Wolksvagon,sedan,4,2004,"64,601 SAR",2006,"46,368 SAR",73862,10.55,2WD,standard,Dammam,5,2,Black,individual,0
Masda,suv,4,2008,"87,408 SAR",2012,"51,441 SAR",151981,12.76,2WD,standard,Jeddah,1,1,White,individual,0
JournalMotors,sedan,4,1996,"90,056 SAR",2000,"45,315 SAR",180538,13.07,2WD,premium,Jeddah,4,3,Black,individual,1
JournalMotors,suv,4,2000,"104,443 SAR",2007,"49,486 SAR",278587,4.35,2WD,standard,Madinah,2,1,Black,individual,1
Toyoda,suv,4,2003,"133,003 SAR",2007,"85,279 SAR",22356,13.72,2WD,premium,Dhahran,7,2,Silver,company,1
JournalMotors,crossover,8,2002,"86,930 SAR",2011,"24,775 SAR",81939,3.05,2WD,standard,Makkah,1,3,Gray,company,0
Fourd,suv,8,2003,"110,836 SAR",2010,"52,647 SAR",72831,2.14,2WD,standard,Madinah,3,2,Gray,individual,0
Shevy,crossover,4,1998,"80,310 SAR",2002,"45,013 SAR",34766,9.44,2WD,standard,Jeddah,1,2,Gray,company,0
Shevy,suv,4,2003,"110,836 SAR",2008,"51,741 SAR",51494,4.27,2WD,standard,Jeddah,4,2,Silver,individual,1
Masda,sedan,4,2003,"52,779 SAR",2005,"40,455 SAR",17526,12.06,2WD,standard,Madinah,0,2,Silver,individual,0
Toyoda,crossover,4,2005,"79,072 SAR",2008,"48,612 SAR",160257,12.1,2WD,standard,Madinah,4,1,Black,individual,0
Honta,sedan,4,2002,"51,744 SAR",2011,"14,669 SAR",108147,14.53,2WD,standard,Madinah,7,1,Gray,company,0
JournalMotors,suv,4,1997,"98,419 SAR",2003,"44,411 SAR",251294,6.76,2WD,standard,Riyadh,3,2,Silver,individual,0
Shevy,sedan,6,2001,"85,225 SAR",2004,"53,436 SAR",56625,2.38,4WD,standard,Dammam,3,2,Blue,individual,0
Fourd,sedan,6,2003,"103,447 SAR",2007,"57,982 SAR",79256,7.19,2WD,premium,Riyadh,1,2,Silver,individual,0
Masda,suv,4,1999,"73,139 SAR",2003,"38,739 SAR",178052,14.58,2WD,standard,Riyadh,8,1,Silver,company,0
Fourd,crossover,4,2004,"90,442 SAR",2010,"40,597 SAR",65385,5.73,2WD,standard,Jeddah,4,2,White,company,1
Honta,suv,8,1993,"64,945 SAR",1999,"30,686 SAR",33457,7.24,2WD,standard,Riyadh,10,3,White,company,0
Fourd,sedan,4,2005,"92,251 SAR",2008,"54,949 SAR",125545,4.53,4WD,standard,Jeddah,3,2,Blue,individual,0
JournalMotors,sedan,4,2002,"86,930 SAR",2006,"46,044 SAR",50162,8.68,4WD,standard,Jeddah,7,2,Black,individual,1
JournalMotors,crossover,6,1993,"72,739 SAR",1998,"30,722 SAR",198544,3.93,2WD,standard,Madinah,8,1,Silver,individual,0
Shevy,suv,6,1999,"102,395 SAR",2005,"48,637 SAR",70368,4.99,2WD,standard,Madinah,2,1,Red,individual,0
Toyoda,sedan,4,2001,"85,225 SAR",2006,"52,977 SAR",87642,19.28,2WD,premium,Dhahran,5,1,Gray,individual,1
JournalMotors,suv,8,2000,"125,332 SAR",2002,"82,137 SAR",15866,2.94,4WD,standard,Riyadh,7,2,Red,individual,1
Huendae,suv,4,2005,"98,840 SAR",2011,"51,243 SAR",208374,15.29,4WD,standard,Dammam,5,3,Gray,company,1
Huendae,crossover,4,2004,"77,522 SAR",2012,"20,878 SAR",335748,11.94,4WD,standard,Dammam,4,2,White,individual,0
Fourd,crossover,4,2006,"94,096 SAR",2013,"44,695 SAR",63502,8.29,2WD,standard,Jeddah,3,1,Red,individual,0
Shevy,crossover,4,2005,"154,982 SAR",2007,"107,480 SAR",13495,9.96,4WD,premium,Makkah,3,2,Red,company,0
Toyoda,sedan,8,2006,"67,211 SAR",2006,"49,960 SAR",731,7.83,2WD,standard,Dhahran,6,4,Gray,individual,1
Toyoda,suv,4,2005,"98,840 SAR",2011,"53,991 SAR",266882,13.47,2WD,standard,Dhahran,2,1,Black,individual,0
Huendae,sedan,8,2005,"54,911 SAR",2012,"25,945 SAR",148709,12.43,2WD,standard,Dhahran,12,3,Red,company,0
BeEmW,crossover,6,1997,"78,735 SAR",2001,"37,731 SAR",176996,4.03,2WD,standard,Madinah,6,1,Gray,individual,0
Honta,suv,4,1997,"70,299 SAR",2002,"34,544 SAR",121563,11.01,2WD,standard,Riyadh,6,2,Silver,individual,0
Shevy,crossover,4,1996,"108,068 SAR",2004,"30,722 SAR",374477,8.19,2WD,premium,Dammam,1,2,White,company,1
Fourd,crossover,4,1996,"108,068 SAR",2001,"47,926 SAR",194744,5.4,2WD,premium,Jeddah,8,3,Silver,individual,1
Huendae,sedan,4,2003,"52,779 SAR",2011,"16,417 SAR",383901,20.54,2WD,standard,Makkah,8,1,Red,individual,1
JournalMotors,sedan,8,2001,"71,021 SAR",2001,"43,720 SAR",1133,5.26,2WD,standard,Madinah,5,1,Brown,company,0
Geep,suv,4,2001,"106,532 SAR",2006,"44,995 SAR",206968,6.33,2WD,standard,Dammam,10,3,Red,individual,0
Shevy,suv,6,2006,"117,620 SAR",2009,"63,054 SAR",129828,3.42,2WD,standard,Riyadh,4,3,White,individual,0
Shevy,sedan,8,1996,"64,326 SAR",2001,"31,777 SAR",42085,3.91,2WD,standard,Dhahran,0,2,White,individual,0
Fourd,sedan,4,2001,"85,225 SAR",2005,"45,141 SAR",85819,9.49,4WD,standard,Makkah,11,3,Blue,individual,1
Shevy,sedan,8,2003,"73,890 SAR",2008,"36,501 SAR",73136,3.89,2WD,standard,Madinah,1,2,White,company,0
Huendae,suv,8,2007,"85,694 SAR",2015,"24,294 SAR",156722,8.65,2WD,standard,Jeddah,6,3,Black,individual,0
JournalMotors,sedan,4,1998,"66,925 SAR",2000,"46,412 SAR",42027,13.58,2WD,standard,Dammam,1,2,Black,individual,0
Shevy,suv,4,2004,"113,052 SAR",2007,"63,795 SAR",21932,3.86,2WD,standard,Dammam,6,2,Silver,individual,0
Masda,suv,4,2003,"110,836 SAR",2009,"49,751 SAR",290659,6.69,2WD,premium,Jeddah,9,3,Brown,company,0
JournalMotors,sedan,4,1995,"63,065 SAR",2002,"26,960 SAR",157338,10.52,2WD,standard,Riyadh,4,3,Black,individual,0
Shevy,sedan,8,2003,"103,447 SAR",2011,"25,207 SAR",253730,4.39,2WD,premium,Dammam,5,2,Black,company,0
Honta,suv,8,2007,"85,694 SAR",2013,"40,490 SAR",106270,10.3,2WD,standard,Jeddah,5,3,White,individual,0
Mercetes,sedan,4,2001,"99,430 SAR",2006,"44,206 SAR",49853,7.44,2WD,premium,Dhahran,6,3,Gray,individual,0
Fourd,crossover,6,2006,"112,915 SAR",2012,"45,857 SAR",239497,6.9,4WD,standard,Makkah,8,2,Black,individual,0
Huendae,sedan,4,2008,"58,272 SAR",2016,"20,191 SAR",172367,17.51,2WD,standard,Jeddah,3,2,White,individual,0
Shevy,suv,4,2005,"138,376 SAR",2010,"58,445 SAR",199683,6.29,4WD,standard,Dammam,7,1,White,individual,0
BeEmW,suv,4,1998,"140,542 SAR",2003,"59,360 SAR",227301,6.82,2WD,premium,Madinah,6,1,Black,individual,0
Toyoda,sedan,4,1995,"64,866 SAR",1997,"56,605 SAR",40584,16.73,4WD,standard,Jeddah,7,2,Silver,company,1
Fourd,sedan,4,1994,"61,828 SAR",2003,"15,065 SAR",361157,6.59,2WD,standard,Madinah,7,2,Silver,company,0
JournalMotors,crossover,6,1995,"75,678 SAR",1998,"45,077 SAR",116821,6.18,2WD,standard,Jeddah,3,3,Red,company,0
Honta,suv,6,2007,"119,972 SAR",2015,"34,012 SAR",136472,7.73,2WD,premium,Madinah,7,2,Black,company,0
Honta,suv,4,1997,"70,299 SAR",1998,"55,803 SAR",21350,13.74,2WD,standard,Dammam,5,2,White,individual,1
Toyoda,crossover,4,2008,"83,912 SAR",2012,"51,383 SAR",180634,9.41,2WD,standard,Dammam,1,4,White,individual,0
JournalMotors,suv,4,1995,"94,597 SAR",1999,"45,094 SAR",212642,2.39,2WD,standard,Dammam,6,2,Silver,individual,1
Huendae,suv,4,1992,"63,672 SAR",2000,"19,856 SAR",81983,17.27,2WD,standard,Madinah,7,2,White,individual,0
Shevy,sedan,4,2008,"81,581 SAR",2012,"37,141 SAR",152023,11.45,2WD,standard,Makkah,7,4,White,individual,0
Shevy,suv,4,2008,"171,320 SAR",2012,"100,826 SAR",70258,7.84,2WD,premium,Dammam,2,2,Gray,individual,1
Toyoda,sedan,8,1996,"77,191 SAR",1998,"55,405 SAR",90369,9.16,2WD,premium,Jeddah,11,2,Black,individual,0
Shevy,suv,6,1991,"104,872 SAR",1994,"59,179 SAR",38996,3.0,4WD,standard,Dammam,5,1,Black,individual,0
Masda,sedan,4,2003,"73,890 SAR",2004,"55,860 SAR",20538,13.41,2WD,premium,Riyadh,6,1,White,individual,0
Toyoda,sedan,6,2005,"79,072 SAR",2011,"45,466 SAR",118572,14.82,4WD,standard,Riyadh,3,2,Red,individual,0
Toyoda,crossover,4,2000,"85,942 SAR",2004,"49,731 SAR",174923,12.99,4WD,standard,Dhahran,9,4,Black,individual,1
Honta,suv,6,2002,"77,616 SAR",2005,"48,409 SAR",29647,14.04,2WD,standard,Madinah,6,2,Red,individual,0
JournalMotors,sedan,8,2004,"90,442 SAR",2007,"53,588 SAR",40348,5.56,4WD,standard,Jeddah,5,3,Silver,company,1
Masda,crossover,8,1996,"66,164 SAR",2004,"19,695 SAR",144707,7.42,4WD,standard,Makkah,5,2,White,individual,1
JournalMotors,suv,4,2002,"108,662 SAR",2005,"61,317 SAR",30886,4.0,2WD,standard,Riyadh,7,2,Black,company,0
Shevy,sedan,4,2001,"85,225 SAR",2003,"53,060 SAR",81708,10.8,4WD,standard,Dhahran,6,2,Black,individual,1
Shevy,suv,4,2003,"133,003 SAR",2005,"92,237 SAR",37174,4.87,4WD,standard,Riyadh,3,1,Blue,individual,0
Wolksvagon,sedan,4,2000,"59,681 SAR",2003,"42,602 SAR",119887,17.49,2WD,standard,Jeddah,8,2,Gray,individual,0
Huendae,suv,4,1998,"86,046 SAR",2000,"56,249 SAR",86471,7.03,4WD,standard,Madinah,6,4,Red,individual,1
JournalMotors,suv,4,1995,"132,436 SAR",2003,"37,744 SAR",78807,8.2,2WD,premium,Dhahran,3,3,Blue,individual,0
Fourd,suv,4,1999,"143,353 SAR",2002,"80,894 SAR",58897,4.98,2WD,premium,Madinah,8,3,Black,individual,0
Honta,suv,6,1995,"67,569 SAR",2000,"31,377 SAR",250796,10.36,2WD,standard,Dammam,4,3,Brown,individual,1
Toyoda,suv,4,1995,"81,083 SAR",1999,"51,989 SAR",50157,11.52,2WD,standard,Makkah,10,2,White,individual,1
Fourd,suv,8,1996,"96,489 SAR",1998,"66,915 SAR",16866,2.61,2WD,standard,Dhahran,2,2,Gray,individual,0
Masda,crossover,4,1996,"55,136 SAR",1996,"39,390 SAR",1010,10.21,2WD,standard,Dammam,10,1,Silver,individual,1
JournalMotors,suv,4,1994,"92,742 SAR",2000,"39,647 SAR",61274,6.51,2WD,standard,Madinah,4,2,White,company,0
Toyoda,sedan,4,2004,"77,522 SAR",2008,"49,469 SAR",72831,18.95,4WD,standard,Dhahran,5,4,Red,individual,0
Shevy,sedan,4,2009,"83,213 SAR",2017,"21,344 SAR",162615,4.06,2WD,standard,Makkah,6,1,Blue,individual,0
Fourd,crossover,6,2002,"86,930 SAR",2004,"51,544 SAR",84864,2.7,2WD,standard,Dhahran,5,3,Black,company,0
Toyoda,sedan,4,1993,"72,739 SAR",1996,"54,656 SAR",73413,16.93,2WD,premium,Jeddah,7,2,Silver,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2006,"45,210 SAR",53780,22.66,2WD,standard,Dammam,10,4,Silver,individual,0
Shevy,sedan,4,1998,"112,434 SAR",2002,"56,717 SAR",85278,5.32,4WD,premium,Riyadh,4,3,Silver,company,0
Honta,sedan,8,2005,"54,911 SAR",2005,"39,229 SAR",1103,12.26,2WD,standard,Riyadh,6,3,Red,company,1
Fourd,suv,4,2003,"110,836 SAR",2004,"88,447 SAR",18815,7.98,2WD,standard,Makkah,2,1,Gray,individual,1
Fourd,sedan,4,2006,"109,778 SAR",2011,"48,685 SAR",60919,6.15,2WD,premium,Riyadh,10,4,Gray,individual,1
Huendae,suv,4,2003,"133,003 SAR",2010,"69,826 SAR",135348,11.02,4WD,premium,Makkah,3,3,Black,individual,0
Mercetes,sedan,4,2006,"78,413 SAR",2012,"31,845 SAR",243091,7.65,2WD,standard,Dhahran,9,1,Gray,individual,0
Masda,suv,4,1995,"94,597 SAR",2002,"49,539 SAR",316283,12.1,2WD,premium,Makkah,3,2,Gray,individual,1
Honta,suv,4,2004,"80,752 SAR",2006,"64,681 SAR",85323,16.59,2WD,standard,Jeddah,3,3,Black,company,0
Fourd,suv,8,2007,"119,972 SAR",2013,"56,986 SAR",125902,3.01,2WD,standard,Makkah,1,1,Blue,individual,0
Geep,crossover,4,2006,"131,734 SAR",2012,"59,132 SAR",131018,5.76,2WD,premium,Jeddah,4,3,Red,individual,1
Fourd,suv,4,2002,"130,395 SAR",2007,"60,872 SAR",47122,2.77,4WD,standard,Jeddah,8,2,White,individual,1
Toyoda,suv,6,1999,"147,449 SAR",2002,"100,722 SAR",33011,8.09,4WD,premium,Riyadh,8,3,Black,individual,0
Nesshan,suv,4,1999,"87,767 SAR",2001,"57,518 SAR",72557,10.35,4WD,standard,Riyadh,4,2,Blue,company,0
Shevy,suv,4,1992,"89,141 SAR",1999,"40,224 SAR",278914,7.87,2WD,standard,Riyadh,1,2,Blue,individual,0
Toyoda,sedan,6,2009,"71,325 SAR",2012,"48,722 SAR",30198,11.0,2WD,standard,Makkah,4,2,Gray,individual,0
Masda,sedan,4,2004,"53,834 SAR",2008,"31,515 SAR",73946,11.23,2WD,standard,Makkah,8,2,Silver,individual,1
Honta,suv,4,1994,"66,244 SAR",2000,"31,222 SAR",290779,12.4,2WD,standard,Makkah,4,2,Black,individual,1
Wolksvagon,suv,4,2003,"114,002 SAR",2007,"69,615 SAR",47616,9.26,4WD,standard,Jeddah,7,3,Black,individual,0
Huendae,sedan,4,2008,"58,272 SAR",2013,"29,923 SAR",195569,19.54,2WD,standard,Riyadh,9,1,Red,individual,0
Huendae,suv,4,2007,"85,694 SAR",2015,"24,294 SAR",150558,13.32,2WD,standard,Madinah,10,1,Silver,individual,0
JournalMotors,sedan,4,2007,"95,978 SAR",2014,"45,589 SAR",127878,4.3,4WD,standard,Dhahran,2,2,Brown,individual,0
Shevy,suv,8,2004,"113,052 SAR",2008,"59,880 SAR",42334,2.22,2WD,standard,Riyadh,7,2,Black,company,1
Wolksvagon,suv,8,1997,"84,359 SAR",2003,"43,655 SAR",303438,5.46,2WD,standard,Riyadh,3,2,Gray,individual,0
Shevy,sedan,6,2003,"88,668 SAR",2010,"37,905 SAR",48623,9.59,4WD,standard,Riyadh,5,2,Red,individual,0
Nesshan,sedan,8,1995,"45,046 SAR",2000,"25,824 SAR",100912,10.39,2WD,standard,Makkah,2,3,Black,individual,1
Honta,sedan,4,2002,"62,093 SAR",2006,"40,197 SAR",163891,19.01,4WD,standard,Madinah,3,2,White,individual,0
Toyoda,suv,4,2006,"141,144 SAR",2010,"81,880 SAR",70398,9.41,2WD,premium,Dhahran,5,4,Silver,individual,0
Fourd,crossover,4,1991,"83,897 SAR",1999,"22,595 SAR",176091,6.75,4WD,standard,Dhahran,10,2,Black,individual,1
Honta,suv,4,2004,"80,752 SAR",2007,"52,883 SAR",58647,8.49,2WD,standard,Madinah,10,2,Gray,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2013,"52,172 SAR",63093,10.55,2WD,standard,Riyadh,11,2,Red,individual,0
Nesshan,crossover,4,1999,"58,511 SAR",2007,"18,384 SAR",316580,12.67,2WD,standard,Dhahran,3,2,White,individual,1
Masda,suv,8,2000,"74,602 SAR",2005,"36,659 SAR",58583,5.47,2WD,standard,Makkah,10,3,White,individual,0
Fourd,suv,4,1998,"140,542 SAR",1998,"86,517 SAR",1312,3.66,2WD,premium,Madinah,11,3,Gray,individual,0
Wolksvagon,crossover,4,2003,"106,402 SAR",2009,"52,309 SAR",230955,13.6,2WD,premium,Riyadh,5,1,White,individual,0
Toyoda,suv,4,1999,"87,767 SAR",1999,"68,674 SAR",941,9.09,2WD,standard,Dhahran,4,3,Black,individual,1
Huendae,crossover,8,2002,"74,511 SAR",2009,"41,074 SAR",70361,9.92,4WD,standard,Riyadh,2,3,Gray,individual,1
Mercetes,sedan,6,2002,"86,930 SAR",2006,"46,044 SAR",68275,8.56,4WD,standard,Riyadh,12,2,White,individual,1
Fourd,crossover,4,2003,"88,668 SAR",2005,"55,342 SAR",38623,3.32,2WD,standard,Makkah,13,2,Blue,individual,0
BeEmW,sedan,6,1997,"65,612 SAR",2000,"36,932 SAR",111597,7.25,2WD,standard,Riyadh,7,1,White,individual,1
Fourd,sedan,6,2001,"71,021 SAR",2005,"37,617 SAR",50499,5.72,2WD,standard,Dhahran,13,2,Silver,individual,1
Masda,suv,4,1996,"68,921 SAR",1999,"45,135 SAR",66056,11.98,2WD,standard,Dhahran,10,2,White,individual,1
Toyoda,sedan,8,2006,"80,653 SAR",2010,"49,250 SAR",41996,11.92,4WD,standard,Dammam,5,1,Black,individual,0
JournalMotors,sedan,4,2002,"72,441 SAR",2009,"29,420 SAR",274649,7.48,2WD,standard,Madinah,11,2,White,individual,0
Wolksvagon,suv,4,1999,"122,874 SAR",2004,"66,130 SAR",50416,8.65,2WD,premium,Madinah,6,3,Black,individual,0
Huendae,sedan,4,2001,"60,875 SAR",2007,"28,475 SAR",305834,18.86,4WD,standard,Dammam,4,2,White,individual,0
JournalMotors,suv,4,1999,"102,395 SAR",2008,"26,198 SAR",331102,3.29,2WD,standard,Makkah,9,3,Blue,individual,1
Huendae,sedan,4,2001,"60,875 SAR",2008,"31,639 SAR",146787,15.62,4WD,standard,Jeddah,4,2,White,individual,0
Masda,sedan,6,2000,"49,734 SAR",2002,"38,121 SAR",12187,10.24,2WD,standard,Riyadh,2,1,Blue,company,0
Fourd,crossover,8,1994,"74,194 SAR",1997,"37,680 SAR",159640,4.16,2WD,standard,Makkah,13,3,Black,company,0
Fourd,suv,4,2004,"135,663 SAR",2006,"84,674 SAR",14286,4.76,4WD,standard,Dammam,4,2,Blue,individual,0
BeEmW,sedan,8,2000,"97,480 SAR",2004,"46,715 SAR",176243,7.27,2WD,premium,Makkah,4,2,White,company,0
Toyoda,sedan,6,2004,"64,601 SAR",2006,"56,374 SAR",47855,19.29,2WD,standard,Riyadh,8,1,Black,individual,1
JournalMotors,suv,8,2008,"171,320 SAR",2014,"81,173 SAR",254209,3.34,2WD,premium,Dammam,3,2,Black,individual,1
Masda,sedan,6,2007,"68,555 SAR",2012,"35,559 SAR",193844,11.77,4WD,standard,Dammam,3,2,Gray,individual,0
Toyoda,sedan,4,2009,"71,325 SAR",2014,"46,917 SAR",94212,16.24,2WD,standard,Jeddah,3,3,Silver,individual,0
Huendae,crossover,4,1993,"51,956 SAR",2001,"16,202 SAR",70883,17.35,2WD,standard,Riyadh,7,3,White,individual,0
